,gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut,N_CAT_GROUPS,N_GROUPS,power_level
824,355,Bulgaria,1990,1998,Roma,3000,35503000,,0.05,POWERLESS,False,4,4,1
825,355,Bulgaria,1990,1998,Pomaks,4000,35504000,,0.017,IRRELEVANT,,4,4,1
826,355,Bulgaria,1999,1999,Bulgarians,1000,35501000,,0.83,MONOPOLY,,5,5,5
827,355,Bulgaria,1999,1999,Turkish,2000,35502000,,0.1,POWERLESS,False,5,5,1
828,355,Bulgaria,1999,1999,Roma,3000,35503000,,0.05,POWERLESS,False,5,5,1
829,355,Bulgaria,1999,1999,Pomaks,4000,35504000,,0.017,IRRELEVANT,,5,5,1
830,355,Bulgaria,1999,1999,Macedonians,5000,35505000,,0.002,POWERLESS,False,5,5,1
831,355,Bulgaria,2000,2001,Bulgarians,1000,35501000,,0.83,MONOPOLY,,5,5,5
832,355,Bulgaria,2000,2001,Turkish,2000,35502000,,0.1,POWERLESS,False,5,5,1
833,355,Bulgaria,2000,2001,Roma,3000,35503000,,0.05,POWERLESS,False,5,5,1
834,355,Bulgaria,2000,2001,Pomaks,4000,35504000,,0.017,IRRELEVANT,,5,5,1
835,355,Bulgaria,2000,2001,Macedonians,5000,35505000,,0.002,DISCRIMINATED,False,5,5,0
836,355,Bulgaria,2002,2009,Bulgarians,1000,35501000,,0.83,SENIOR PARTNER,False,5,5,3
837,355,Bulgaria,2002,2009,Turkish,2000,35502000,,0.1,JUNIOR PARTNER,False,5,5,2
838,355,Bulgaria,2002,2009,Roma,3000,35503000,,0.05,POWERLESS,False,5,5,1
839,355,Bulgaria,2002,2009,Pomaks,4000,35504000,,0.017,IRRELEVANT,,5,5,1
840,355,Bulgaria,2002,2009,Macedonians,5000,35505000,,0.002,DISCRIMINATED,False,5,5,0
841,355,Bulgaria,2010,2013,Bulgarians,1000,35501000,,0.83,DOMINANT,,5,5,4
842,355,Bulgaria,2010,2013,Turkish,2000,35502000,,0.1,POWERLESS,False,5,5,1
843,355,Bulgaria,2010,2013,Roma,3000,35503000,,0.05,POWERLESS,False,5,5,1
844,355,Bulgaria,2010,2013,Pomaks,4000,35504000,,0.017,IRRELEVANT,,5,5,1
845,355,Bulgaria,2010,2013,Macedonians,5000,35505000,,0.002,DISCRIMINATED,False,5,5,0
846,355,Bulgaria,2014,2014,Bulgarians,1000,35501000,,0.83,SENIOR PARTNER,False,5,5,3
847,355,Bulgaria,2014,2014,Turkish,2000,35502000,,0.1,JUNIOR PARTNER,False,5,5,2
848,355,Bulgaria,2014,2014,Roma,3000,35503000,,0.05,POWERLESS,False,5,5,1
849,355,Bulgaria,2014,2014,Pomaks,4000,35504000,,0.017,IRRELEVANT,,5,5,1
850,355,Bulgaria,2014,2014,Macedonians,5000,35505000,,0.002,DISCRIMINATED,False,5,5,0
851,355,Bulgaria,2015,2021,Bulgarians,1000,35501000,,0.83,DOMINANT,,5,5,4
852,355,Bulgaria,2015,2021,Turkish,2000,35502000,,0.1,POWERLESS,False,5,5,1
853,355,Bulgaria,2015,2021,Roma,3000,35503000,,0.05,POWERLESS,False,5,5,1
854,355,Bulgaria,2015,2021,Pomaks,4000,35504000,,0.017,IRRELEVANT,,5,5,1
855,355,Bulgaria,2015,2021,Macedonians,5000,35505000,,0.002,DISCRIMINATED,False,5,5,0
856,359,Moldova,1991,1994,Moldovans,1000,35901000,,0.7,DOMINANT,,4,5,4
857,359,Moldova,1991,1994,Russian speakers,3000,35903000,,0.21,POWERLESS,False,4,5,1
858,359,Moldova,1991,1994,Gagauz,4000,35904000,,0.038,SELF-EXCLUSION,True,4,5,-1
859,359,Moldova,1991,1994,Bulgarians,5000,35905000,,0.02,POWERLESS,False,4,5,1
860,359,Moldova,1991,1994,UNCATEGORIZED,0,35900000,,0.03200000000000003,POWERLESS,,4,5,1
861,359,Moldova,1995,2001,Moldovans,1000,35901000,,0.7,DOMINANT,,4,5,4
862,359,Moldova,1995,2001,Russian speakers,3000,35903000,,0.21,POWERLESS,False,4,5,1
863,359,Moldova,1995,2001,Gagauz,4000,35904000,,0.038,POWERLESS,True,4,5,1
864,359,Moldova,1995,2001,Bulgarians,5000,35905000,,0.02,POWERLESS,False,4,5,1
865,359,Moldova,1995,2001,UNCATEGORIZED,0,35900000,,0.03200000000000003,POWERLESS,,4,5,1
866,359,Moldova,2002,2010,Moldovans,1000,35901000,,0.7,SENIOR PARTNER,False,4,5,3
867,359,Moldova,2002,2010,Russian speakers,3000,35903000,,0.21,JUNIOR PARTNER,False,4,5,2
868,359,Moldova,2002,2010,Gagauz,4000,35904000,,0.038,POWERLESS,True,4,5,1
869,359,Moldova,2002,2010,Bulgarians,5000,35905000,,0.02,POWERLESS,False,4,5,1
870,359,Moldova,2002,2010,UNCATEGORIZED,0,35900000,,0.03200000000000003,POWERLESS,,4,5,1
871,359,Moldova,2011,2014,Moldovans,1000,35901000,,0.7,DOMINANT,,4,5,4
872,359,Moldova,2011,2014,Russian speakers,3000,35903000,,0.21,POWERLESS,False,4,5,1
873,359,Moldova,2011,2014,Gagauz,4000,35904000,,0.038,POWERLESS,True,4,5,1
874,359,Moldova,2011,2014,Bulgarians,5000,35905000,,0.02,POWERLESS,False,4,5,1
875,359,Moldova,2011,2014,UNCATEGORIZED,0,35900000,,0.03200000000000003,POWERLESS,,4,5,1
876,359,Moldova,2015,2021,Moldovans,1000,35901000,,0.751,DOMINANT,,4,5,4
877,359,Moldova,2015,2021,Russian speakers,3000,35903000,,0.107,POWERLESS,False,4,5,1
878,359,Moldova,2015,2021,Gagauz,4000,35904000,,0.046,POWERLESS,True,4,5,1
879,359,Moldova,2015,2021,Bulgarians,5000,35905000,,0.019,POWERLESS,False,4,5,1
880,359,Moldova,2015,2021,UNCATEGORIZED,0,35900000,,0.07699999999999996,POWERLESS,,4,5,1
881,360,Rumania,1946,1956,Romanians,1000,36001000,,0.895,DOMINANT,,2,3,4
882,360,Rumania,1946,1956,Hungarians,2000,36002000,,0.066,POWERLESS,True,2,3,1
883,360,Rumania,1946,1956,UNCATEGORIZED,0,36000000,,0.038999999999999924,POWERLESS,,2,3,1
884,360,Rumania,1957,1988,Romanians,1000,36001000,,0.895,DOMINANT,,4,5,4
885,360,Rumania,1957,1988,Hungarians,2000,36002000,,0.066,DISCRIMINATED,False,4,5,0
886,360,Rumania,1957,1988,Roma,3000,36003000,,0.025,DISCRIMINATED,False,4,5,0
887,360,Rumania,1957,1988,Germans,4000,36004000,,0.002,DISCRIMINATED,False,4,5,0
888,360,Rumania,1957,1988,UNCATEGORIZED,0,36000000,,0.0119999999999999,POWERLESS,,4,5,1
889,360,Rumania,1989,1995,Romanians,1000,36001000,,0.895,DOMINANT,,4,5,4
890,360,Rumania,1989,1995,Hungarians,2000,36002000,,0.066,POWERLESS,False,4,5,1
891,360,Rumania,1989,1995,Roma,3000,36003000,,0.025,POWERLESS,False,4,5,1
892,360,Rumania,1989,1995,Germans,4000,36004000,,0.002,POWERLESS,False,4,5,1
893,360,Rumania,1989,1995,UNCATEGORIZED,0,36000000,,0.0119999999999999,POWERLESS,,4,5,1
894,360,Rumania,1996,2008,Romanians,1000,36001000,,0.895,SENIOR PARTNER,False,4,5,3
895,360,Rumania,1996,2008,Hungarians,2000,36002000,,0.066,JUNIOR PARTNER,False,4,5,2
896,360,Rumania,1996,2008,Roma,3000,36003000,,0.025,POWERLESS,False,4,5,1
897,360,Rumania,1996,2008,Germans,4000,36004000,,0.002,POWERLESS,False,4,5,1
898,360,Rumania,1996,2008,UNCATEGORIZED,0,36000000,,0.0119999999999999,POWERLESS,,4,5,1
899,360,Rumania,2009,2009,Romanians,1000,36001000,,0.895,DOMINANT,,4,5,4
900,360,Rumania,2009,2009,Hungarians,2000,36002000,,0.066,POWERLESS,False,4,5,1
901,360,Rumania,2009,2009,Roma,3000,36003000,,0.025,POWERLESS,False,4,5,1
902,360,Rumania,2009,2009,Germans,4000,36004000,,0.002,POWERLESS,False,4,5,1
903,360,Rumania,2009,2009,UNCATEGORIZED,0,36000000,,0.0119999999999999,POWERLESS,,4,5,1
904,360,Rumania,2010,2012,Romanians,1000,36001000,,0.895,SENIOR PARTNER,False,4,5,3
905,360,Rumania,2010,2012,Hungarians,2000,36002000,,0.066,JUNIOR PARTNER,False,4,5,2
906,360,Rumania,2010,2012,Roma,3000,36003000,,0.025,POWERLESS,False,4,5,1
907,360,Rumania,2010,2012,Germans,4000,36004000,,0.002,POWERLESS,False,4,5,1
908,360,Rumania,2010,2012,UNCATEGORIZED,0,36000000,,0.0119999999999999,POWERLESS,,4,5,1
909,360,Rumania,2013,2014,Romanians,1000,36001000,,0.835,DOMINANT,,4,5,4
910,360,Rumania,2013,2014,Hungarians,2000,36002000,,0.061,POWERLESS,False,4,5,1
911,360,Rumania,2013,2014,Roma,3000,36003000,,0.031,POWERLESS,False,4,5,1
912,360,Rumania,2013,2014,Germans,4000,36004000,,0.002,POWERLESS,False,4,5,1
913,360,Rumania,2013,2014,UNCATEGORIZED,0,36000000,,0.07100000000000006,POWERLESS,,4,5,1
914,360,Rumania,2015,2020,Romanians,1000,36001000,,0.835,SENIOR PARTNER,False,4,5,3
915,360,Rumania,2015,2020,Hungarians,2000,36002000,,0.061,POWERLESS,False,4,5,1
916,360,Rumania,2015,2020,Roma,3000,36003000,,0.031,POWERLESS,False,4,5,1
917,360,Rumania,2015,2020,Germans,4000,36004000,,0.002,JUNIOR PARTNER,False,4,5,2
918,360,Rumania,2015,2020,UNCATEGORIZED,0,36000000,,0.07100000000000006,POWERLESS,,4,5,1
919,360,Rumania,2021,2021,Romanians,1000,36001000,,0.835,SENIOR PARTNER,False,4,5,3
920,360,Rumania,2021,2021,Hungarians,2000,36002000,,0.061,JUNIOR PARTNER,False,4,5,2
921,360,Rumania,2021,2021,Roma,3000,36003000,,0.031,POWERLESS,False,4,5,1
922,360,Rumania,2021,2021,Germans,4000,36004000,,0.002,JUNIOR PARTNER,False,4,5,2
923,360,Rumania,2021,2021,UNCATEGORIZED,0,36000000,,0.07100000000000006,POWERLESS,,4,5,1
924,365,Russia (Soviet Union),1946,1956,Russians,1000,36501000,,0.54,SENIOR PARTNER,True,53,54,3
925,365,Russia (Soviet Union),1946,1956,Ukrainians,2000,36502000,,0.17,JUNIOR PARTNER,True,53,54,2
926,365,Russia (Soviet Union),1946,1956,Byelorussians,4000,36504000,,0.03,POWERLESS,True,53,54,1
927,365,Russia (Soviet Union),1946,1956,Tatars,3000,36503000,,0.02,POWERLESS,True,53,54,1
928,365,Russia (Soviet Union),1946,1956,Uzbeks,5000,36505000,,0.02,POWERLESS,True,53,54,1
929,365,Russia (Soviet Union),1946,1956,Armenians,8000,36508000,,0.01,POWERLESS,True,53,54,1
930,365,Russia (Soviet Union),1946,1956,Azeri,9000,36509000,,0.01,POWERLESS,True,53,54,1
931,365,Russia (Soviet Union),1946,1956,Georgians,10000,36510000,,0.01,POWERLESS,True,53,54,1
932,365,Russia (Soviet Union),1946,1956,Jews,11000,36511000,,0.01,DISCRIMINATED,False,53,54,0
933,365,Russia (Soviet Union),1946,1956,Kazakhs,12000,36512000,,0.01,POWERLESS,True,53,54,1
934,365,Russia (Soviet Union),1946,1956,Lithuanians,13000,36513000,,0.01,DISCRIMINATED,False,53,54,0
935,365,Russia (Soviet Union),1946,1956,Moldovans,14000,36514000,,0.01,POWERLESS,True,53,54,1
936,365,Russia (Soviet Union),1946,1956,Germans,17000,36517000,,0.008,DISCRIMINATED,False,53,54,0
937,365,Russia (Soviet Union),1946,1956,Chuvashes,6000,36506000,,0.007,POWERLESS,True,53,54,1
938,365,Russia (Soviet Union),1946,1956,Poles,18000,36518000,,0.007,DISCRIMINATED,False,53,54,0
939,365,Russia (Soviet Union),1946,1956,Tajiks,19000,36519000,,0.007,POWERLESS,True,53,54,1
940,365,Russia (Soviet Union),1946,1956,Mordva,20000,36520000,,0.006,POWERLESS,True,53,54,1
941,365,Russia (Soviet Union),1946,1956,Latvians,21000,36521000,,0.006,DISCRIMINATED,False,53,54,0
942,365,Russia (Soviet Union),1946,1956,Bashkirs,7000,36507000,,0.005,POWERLESS,True,53,54,1
943,365,Russia (Soviet Union),1946,1956,Kirghis,22000,36522000,,0.005,POWERLESS,True,53,54,1
944,365,Russia (Soviet Union),1946,1956,Estonians,24000,36524000,,0.005,DISCRIMINATED,False,53,54,0
945,365,Russia (Soviet Union),1946,1956,Turkmens,25000,36525000,,0.005,POWERLESS,True,53,54,1
946,365,Russia (Soviet Union),1946,1956,Udmurt,30000,36530000,,0.003,POWERLESS,True,53,54,1
947,365,Russia (Soviet Union),1946,1956,Chechens,16000,36516000,,0.002,DISCRIMINATED,False,53,54,0
948,365,Russia (Soviet Union),1946,1956,Ossetes,27000,36527000,,0.002,POWERLESS,True,53,54,1
949,365,Russia (Soviet Union),1946,1956,Mari,29000,36529000,,0.002,POWERLESS,True,53,54,1
950,365,Russia (Soviet Union),1946,1956,Koreans,38000,36538000,,0.002,DISCRIMINATED,False,53,54,0
951,365,Russia (Soviet Union),1946,1956,Avars,23000,36523000,,0.001,POWERLESS,True,53,54,1
952,365,Russia (Soviet Union),1946,1956,Dargins,26000,36526000,,0.001,POWERLESS,True,53,54,1
953,365,Russia (Soviet Union),1946,1956,Kabardins,28000,36528000,,0.001,POWERLESS,True,53,54,1
954,365,Russia (Soviet Union),1946,1956,Buryats,32000,36532000,,0.001,POWERLESS,True,53,54,1
955,365,Russia (Soviet Union),1946,1956,Ingush,33000,36533000,,0.001,DISCRIMINATED,False,53,54,0
956,365,Russia (Soviet Union),1946,1956,Kumyks,34000,36534000,,0.001,POWERLESS,True,53,54,1
957,365,Russia (Soviet Union),1946,1956,Lezgins,35000,36535000,,0.001,POWERLESS,True,53,54,1
958,365,Russia (Soviet Union),1946,1956,Yakuts,36000,36536000,,0.001,POWERLESS,True,53,54,1
959,365,Russia (Soviet Union),1946,1956,Komi,37000,36537000,,0.001,POWERLESS,True,53,54,1
960,365,Russia (Soviet Union),1946,1956,Gagauz,51000,36551000,,0.001,POWERLESS,False,53,54,1
961,365,Russia (Soviet Union),1946,1956,Roma,52000,36552000,,0.001,DISCRIMINATED,False,53,54,0
962,365,Russia (Soviet Union),1946,1956,Kalmyks,53000,36553000,,0.001,DISCRIMINATED,False,53,54,0
963,365,Russia (Soviet Union),1946,1956,Karakalpaks,55000,36555000,,0.001,POWERLESS,True,53,54,1
964,365,Russia (Soviet Union),1946,1956,Karelians,56000,36556000,,0.001,POWERLESS,True,53,54,1
965,365,Russia (Soviet Union),1946,1956,Komi-Permyaks,58000,36558000,,0.001,POWERLESS,True,53,54,1
966,365,Russia (Soviet Union),1946,1956,Tuvinians,39000,36539000,,0.0005,POWERLESS,True,53,54,1
967,365,Russia (Soviet Union),1946,1956,Uighurs,66000,36566000,,0.0005,POWERLESS,False,53,54,1
968,365,Russia (Soviet Union),1946,1956,Adyghe,40000,36540000,,0.0004,POWERLESS,True,53,54,1
969,365,Russia (Soviet Union),1946,1956,Cherkess,44000,36544000,,0.0004,POWERLESS,True,53,54,1
970,365,Russia (Soviet Union),1946,1956,Karachai,54000,36554000,,0.0004,DISCRIMINATED,False,53,54,0
971,365,Russia (Soviet Union),1946,1956,Abkhaz,46000,36546000,,0.0003,POWERLESS,True,53,54,1
972,365,Russia (Soviet Union),1946,1956,Khakass,57000,36557000,,0.0003,POWERLESS,True,53,54,1
973,365,Russia (Soviet Union),1946,1956,Balkars,43000,36543000,,0.0002,DISCRIMINATED,False,53,54,0
974,365,Russia (Soviet Union),1946,1956,Altai,47000,36547000,,0.0002,POWERLESS,True,53,54,1
975,365,Russia (Soviet Union),1946,1956,Pamir Tajiks,63000,36563000,,0.0002,POWERLESS,False,53,54,1
976,365,Russia (Soviet Union),1946,1956,Crimean Tatars,49000,36549000,,0.0001,DISCRIMINATED,False,53,54,0
977,365,Russia (Soviet Union),1946,1956,UNCATEGORIZED,0,36500000,,0.0595,POWERLESS,,53,54,1
978,365,Russia (Soviet Union),1957,1991,Russians,1000,36501000,,0.54,SENIOR PARTNER,True,53,54,3
979,365,Russia (Soviet Union),1957,1991,Ukrainians,2000,36502000,,0.17,JUNIOR PARTNER,True,53,54,2
980,365,Russia (Soviet Union),1957,1991,Byelorussians,4000,36504000,,0.03,POWERLESS,True,53,54,1
981,365,Russia (Soviet Union),1957,1991,Tatars,3000,36503000,,0.02,POWERLESS,True,53,54,1
982,365,Russia (Soviet Union),1957,1991,Uzbeks,5000,36505000,,0.02,POWERLESS,True,53,54,1
983,365,Russia (Soviet Union),1957,1991,Armenians,8000,36508000,,0.01,POWERLESS,True,53,54,1
984,365,Russia (Soviet Union),1957,1991,Azeri,9000,36509000,,0.01,POWERLESS,True,53,54,1
985,365,Russia (Soviet Union),1957,1991,Georgians,10000,36510000,,0.01,POWERLESS,True,53,54,1
986,365,Russia (Soviet Union),1957,1991,Jews,11000,36511000,,0.01,DISCRIMINATED,False,53,54,0
987,365,Russia (Soviet Union),1957,1991,Kazakhs,12000,36512000,,0.01,POWERLESS,True,53,54,1
988,365,Russia (Soviet Union),1957,1991,Lithuanians,13000,36513000,,0.01,POWERLESS,True,53,54,1
989,365,Russia (Soviet Union),1957,1991,Moldovans,14000,36514000,,0.01,POWERLESS,True,53,54,1
990,365,Russia (Soviet Union),1957,1991,Germans,17000,36517000,,0.008,DISCRIMINATED,False,53,54,0
991,365,Russia (Soviet Union),1957,1991,Chuvashes,6000,36506000,,0.007,POWERLESS,True,53,54,1
992,365,Russia (Soviet Union),1957,1991,Poles,18000,36518000,,0.007,POWERLESS,False,53,54,1
993,365,Russia (Soviet Union),1957,1991,Tajiks,19000,36519000,,0.007,POWERLESS,True,53,54,1
994,365,Russia (Soviet Union),1957,1991,Mordva,20000,36520000,,0.006,POWERLESS,True,53,54,1
995,365,Russia (Soviet Union),1957,1991,Latvians,21000,36521000,,0.006,POWERLESS,True,53,54,1
996,365,Russia (Soviet Union),1957,1991,Bashkirs,7000,36507000,,0.005,POWERLESS,True,53,54,1
997,365,Russia (Soviet Union),1957,1991,Kirghis,22000,36522000,,0.005,POWERLESS,True,53,54,1
998,365,Russia (Soviet Union),1957,1991,Estonians,24000,36524000,,0.005,POWERLESS,True,53,54,1
999,365,Russia (Soviet Union),1957,1991,Turkmens,25000,36525000,,0.005,POWERLESS,True,53,54,1
1000,365,Russia (Soviet Union),1957,1991,Udmurt,30000,36530000,,0.003,POWERLESS,True,53,54,1
1001,365,Russia (Soviet Union),1957,1991,Chechens,16000,36516000,,0.002,POWERLESS,True,53,54,1
1002,365,Russia (Soviet Union),1957,1991,Ossetes,27000,36527000,,0.002,POWERLESS,True,53,54,1
1003,365,Russia (Soviet Union),1957,1991,Mari,29000,36529000,,0.002,POWERLESS,True,53,54,1
1004,365,Russia (Soviet Union),1957,1991,Koreans,38000,36538000,,0.002,DISCRIMINATED,False,53,54,0
1005,365,Russia (Soviet Union),1957,1991,Avars,23000,36523000,,0.001,POWERLESS,True,53,54,1
1006,365,Russia (Soviet Union),1957,1991,Dargins,26000,36526000,,0.001,POWERLESS,True,53,54,1
1007,365,Russia (Soviet Union),1957,1991,Kabardins,28000,36528000,,0.001,POWERLESS,True,53,54,1
1008,365,Russia (Soviet Union),1957,1991,Buryats,32000,36532000,,0.001,POWERLESS,True,53,54,1
1009,365,Russia (Soviet Union),1957,1991,Ingush,33000,36533000,,0.001,POWERLESS,True,53,54,1
1010,365,Russia (Soviet Union),1957,1991,Kumyks,34000,36534000,,0.001,POWERLESS,True,53,54,1
1011,365,Russia (Soviet Union),1957,1991,Lezgins,35000,36535000,,0.001,POWERLESS,True,53,54,1
1012,365,Russia (Soviet Union),1957,1991,Yakuts,36000,36536000,,0.001,POWERLESS,True,53,54,1
1013,365,Russia (Soviet Union),1957,1991,Komi,37000,36537000,,0.001,POWERLESS,True,53,54,1
1014,365,Russia (Soviet Union),1957,1991,Cherkess,44000,36544000,,0.001,POWERLESS,True,53,54,1
1015,365,Russia (Soviet Union),1957,1991,Gagauz,51000,36551000,,0.001,POWERLESS,False,53,54,1
1016,365,Russia (Soviet Union),1957,1991,Roma,52000,36552000,,0.001,DISCRIMINATED,False,53,54,0
1017,365,Russia (Soviet Union),1957,1991,Kalmyks,53000,36553000,,0.001,POWERLESS,True,53,54,1
1018,365,Russia (Soviet Union),1957,1991,Karakalpaks,55000,36555000,,0.001,POWERLESS,True,53,54,1
1019,365,Russia (Soviet Union),1957,1991,Karelians,56000,36556000,,0.001,POWERLESS,True,53,54,1
1020,365,Russia (Soviet Union),1957,1991,Komi-Permyaks,58000,36558000,,0.001,POWERLESS,True,53,54,1
1021,365,Russia (Soviet Union),1957,1991,Tuvinians,39000,36539000,,0.0005,POWERLESS,True,53,54,1
1022,365,Russia (Soviet Union),1957,1991,Uighurs,66000,36566000,,0.0005,POWERLESS,False,53,54,1
1023,365,Russia (Soviet Union),1957,1991,Adyghe,40000,36540000,,0.0004,POWERLESS,True,53,54,1
1024,365,Russia (Soviet Union),1957,1991,Karachai,54000,36554000,,0.0004,POWERLESS,True,53,54,1
1025,365,Russia (Soviet Union),1957,1991,Abkhaz,46000,36546000,,0.0003,POWERLESS,True,53,54,1
1026,365,Russia (Soviet Union),1957,1991,Khakass,57000,36557000,,0.0003,POWERLESS,True,53,54,1
1027,365,Russia (Soviet Union),1957,1991,Balkars,43000,36543000,,0.0002,POWERLESS,False,53,54,1
1028,365,Russia (Soviet Union),1957,1991,Altai,47000,36547000,,0.0002,POWERLESS,True,53,54,1
1029,365,Russia (Soviet Union),1957,1991,Pamir Tajiks,63000,36563000,,0.0002,POWERLESS,False,53,54,1
1030,365,Russia (Soviet Union),1957,1991,Crimean Tatars,49000,36549000,,0.0001,DISCRIMINATED,False,53,54,0
1031,365,Russia (Soviet Union),1957,1991,UNCATEGORIZED,0,36500000,,0.05889999999999995,POWERLESS,,53,54,1
1032,365,Russia (Soviet Union),1992,2001,Russians,1000,36501000,,0.798,DOMINANT,,40,41,4
1033,365,Russia (Soviet Union),1992,2001,Tatars,3000,36503000,,0.038,POWERLESS,True,40,41,1
1034,365,Russia (Soviet Union),1992,2001,Ukrainians,2000,36502000,,0.02,POWERLESS,False,40,41,1
1035,365,Russia (Soviet Union),1992,2001,Chuvashes,6000,36506000,,0.013,POWERLESS,True,40,41,1
1036,365,Russia (Soviet Union),1992,2001,Bashkirs,7000,36507000,,0.012,POWERLESS,True,40,41,1
1037,365,Russia (Soviet Union),1992,2001,Chechens,16000,36516000,,0.009,SELF-EXCLUSION,True,40,41,-1
1038,365,Russia (Soviet Union),1992,2001,Armenians,8000,36508000,,0.008,POWERLESS,False,40,41,1
1039,365,Russia (Soviet Union),1992,2001,Poles,18000,36518000,,0.007,IRRELEVANT,,40,41,1
1040,365,Russia (Soviet Union),1992,2001,Byelorussians,4000,36504000,,0.006,IRRELEVANT,,40,41,1
1041,365,Russia (Soviet Union),1992,2001,Mordva,20000,36520000,,0.006,POWERLESS,True,40,41,1
1042,365,Russia (Soviet Union),1992,2001,Avars,23000,36523000,,0.006,POWERLESS,True,40,41,1
1043,365,Russia (Soviet Union),1992,2001,Kazakhs,12000,36512000,,0.005,POWERLESS,False,40,41,1
1044,365,Russia (Soviet Union),1992,2001,Azeri,9000,36509000,,0.004,POWERLESS,False,40,41,1
1045,365,Russia (Soviet Union),1992,2001,Germans,17000,36517000,,0.004,POWERLESS,False,40,41,1
1046,365,Russia (Soviet Union),1992,2001,Dargins,26000,36526000,,0.004,POWERLESS,True,40,41,1
1047,365,Russia (Soviet Union),1992,2001,Ossetes,27000,36527000,,0.004,POWERLESS,True,40,41,1
1048,365,Russia (Soviet Union),1992,2001,Kabardins,28000,36528000,,0.004,POWERLESS,True,40,41,1
1049,365,Russia (Soviet Union),1992,2001,Mari,29000,36529000,,0.004,POWERLESS,True,40,41,1
1050,365,Russia (Soviet Union),1992,2001,Udmurt,30000,36530000,,0.004,POWERLESS,True,40,41,1
1051,365,Russia (Soviet Union),1992,2001,Buryats,32000,36532000,,0.003,POWERLESS,True,40,41,1
1052,365,Russia (Soviet Union),1992,2001,Ingush,33000,36533000,,0.003,POWERLESS,True,40,41,1
1053,365,Russia (Soviet Union),1992,2001,Kumyks,34000,36534000,,0.003,POWERLESS,True,40,41,1
1054,365,Russia (Soviet Union),1992,2001,Lezgins,35000,36535000,,0.003,POWERLESS,True,40,41,1
1055,365,Russia (Soviet Union),1992,2001,Yakuts,36000,36536000,,0.003,POWERLESS,True,40,41,1
1056,365,Russia (Soviet Union),1992,2001,Jews,11000,36511000,,0.002,POWERLESS,True,40,41,1
1057,365,Russia (Soviet Union),1992,2001,Komi,37000,36537000,,0.002,POWERLESS,True,40,41,1
1058,365,Russia (Soviet Union),1992,2001,Koreans,38000,36538000,,0.002,IRRELEVANT,,40,41,1
1059,365,Russia (Soviet Union),1992,2001,Tuvinians,39000,36539000,,0.002,POWERLESS,True,40,41,1
1060,365,Russia (Soviet Union),1992,2001,Georgians,10000,36510000,,0.001,POWERLESS,False,40,41,1
1061,365,Russia (Soviet Union),1992,2001,Adyghe,40000,36540000,,0.001,POWERLESS,True,40,41,1
1062,365,Russia (Soviet Union),1992,2001,Balkars,43000,36543000,,0.001,POWERLESS,False,40,41,1
1063,365,Russia (Soviet Union),1992,2001,Altai,47000,36547000,,0.001,POWERLESS,True,40,41,1
1064,365,Russia (Soviet Union),1992,2001,Roma,52000,36552000,,0.001,DISCRIMINATED,False,40,41,0
1065,365,Russia (Soviet Union),1992,2001,Kalmyks,53000,36553000,,0.001,POWERLESS,True,40,41,1
1066,365,Russia (Soviet Union),1992,2001,Karachai,54000,36554000,,0.001,POWERLESS,True,40,41,1
1067,365,Russia (Soviet Union),1992,2001,Karelians,56000,36556000,,0.001,POWERLESS,True,40,41,1
1068,365,Russia (Soviet Union),1992,2001,Khakass,57000,36557000,,0.001,POWERLESS,True,40,41,1
1069,365,Russia (Soviet Union),1992,2001,Komi-Permyaks,58000,36558000,,0.001,POWERLESS,True,40,41,1
1070,365,Russia (Soviet Union),1992,2001,Cherkess,44000,36544000,,0.0003,POWERLESS,False,40,41,1
1071,365,Russia (Soviet Union),1992,2001,Chukchi,48000,36548000,,0.0001,POWERLESS,True,40,41,1
1072,365,Russia (Soviet Union),1992,2001,UNCATEGORIZED,0,36500000,,0.010599999999999832,POWERLESS,,40,41,1
1073,365,Russia (Soviet Union),2002,2002,Russians,1000,36501000,,0.798,DOMINANT,,40,41,4
1074,365,Russia (Soviet Union),2002,2002,Tatars,3000,36503000,,0.038,POWERLESS,True,40,41,1
1075,365,Russia (Soviet Union),2002,2002,Ukrainians,2000,36502000,,0.02,POWERLESS,False,40,41,1
1076,365,Russia (Soviet Union),2002,2002,Chuvashes,6000,36506000,,0.013,POWERLESS,True,40,41,1
1077,365,Russia (Soviet Union),2002,2002,Bashkirs,7000,36507000,,0.012,POWERLESS,True,40,41,1
1078,365,Russia (Soviet Union),2002,2002,Chechens,16000,36516000,,0.009,SELF-EXCLUSION,True,40,41,-1
1079,365,Russia (Soviet Union),2002,2002,Armenians,8000,36508000,,0.008,POWERLESS,False,40,41,1
1080,365,Russia (Soviet Union),2002,2002,Poles,18000,36518000,,0.007,IRRELEVANT,,40,41,1
1081,365,Russia (Soviet Union),2002,2002,Byelorussians,4000,36504000,,0.006,IRRELEVANT,,40,41,1
1082,365,Russia (Soviet Union),2002,2002,Mordva,20000,36520000,,0.006,POWERLESS,True,40,41,1
1083,365,Russia (Soviet Union),2002,2002,Avars,23000,36523000,,0.006,POWERLESS,True,40,41,1
1084,365,Russia (Soviet Union),2002,2002,Kazakhs,12000,36512000,,0.005,POWERLESS,False,40,41,1
